id,street,street_number,city,postal_code,lat,lon,name
738,Adlergasse,1,Regensburg,93047,49.01715716676635,12.090957083377374,Lauf und Berg Sporthandels GmbH
739,Obermünsterplatz,5,Regensburg,93047,49.01621427502789,12.096297249957148,St.-Vinzentiusverein in Regensburg e.V.
740,Hafnersteig,6,Regensburg,93051,49.00895605002774,12.080807074919406,Lukas Ebner e.K.
741,Grasgasse,12,Regensburg,93047,49.0156042000483,12.099147150014302,Netzwerk Autismus Niederbayern Oberpfalz GmbH
742,Ägidienplatz,2,Regensburg,93047,49.017411571501256,12.090522342830727,Kulturell-Gemeinnützige Oberpfalz GmbH
743,Grasgasse,2,Regensburg,93047,49.01580467507628,12.098231100008114,T-Project Verwaltungs GmbH
744,Grasgasse,2,Regensburg,93047,49.01580467507628,12.098231100008114,T-Project GmbH + Co. KG
745,Grasgasse,6,Regensburg,93047,49.01576717503141,12.098606674998583,Königlich Bayerische Donaudampfschiffahrtsgesellschaft mbH
746,Grasgasse,6,Regensburg,93047,49.01576717503141,12.098606674998583,Königlich Sächsische Dampfeisenbahngesellschaft mbH
747,Grasgasse,6,Regensburg,93047,49.01576717503141,12.098606674998583,Königlich Preussische Dampfeisenbahngesellschaft mbH
748,Grasgasse,6,Regensburg,93047,49.01576717503141,12.098606674998583,Königlich Preussische Dampfschiffahrtsgesellschaft mbH
749,Grasgasse,6,Regensburg,93047,49.01576717503141,12.098606674998583,Königlich Sächsische Dampfschiffahrtsgesellschaft mbH
750,Emmeramsplatz,7,Regensburg,93047,49.01593695004306,12.092132600097449,Seniorenresidenz Schloss Thurn und Taxis Regensburg GmbH
751,Kreuzgasse,7,Regensburg,93047,49.01953983342104,12.088219050002795,Kneitinger Gaststätten Betriebs-GmbH + Co. KG
752,Kreuzgasse,7,Regensburg,93047,49.01953983342104,12.088219050002795,Kneitinger GmbH
753,Kreuzgasse,7,Regensburg,93047,49.01953983342104,12.088219050002795,Brauerei Kneitinger GmbH + Co. KG
754,Am Ölberg,15,Regensburg,93047,49.016870075032685,12.091347349994429,Grigoriadou GmbH
755,Badener Weg,2,Regensburg,93059,49.03709958005128,12.095533960073327,ITI Industrial Supplies GmbH
756,Friedrich-Viehbacher-Allee,7,Regensburg,93055,48.988406360252704,12.142263339538369,ZAHNTECHNIK KARL GmbH
