id,street,street_number,city,postal_code,lat,lon
7850,Tändlergasse,8,Regensburg,93047,49.01956670003591,12.096100999938775
7851,Wahlenstraße,5,Regensburg,93047,49.01963382011709,12.095775400032364
7852,Wahlenstraße,7,Regensburg,93047,49.019553275085485,12.09570687500104
7853,Kramgasse,4,Regensburg,93047,49.01966335001333,12.096044249933623
7854,Kramgasse,2,Regensburg,93047,49.019727375008735,12.095991999995013
7855,Tändlergasse,22,Regensburg,93047,49.018930200020215,12.095845100001531
7856,Wahlenstraße,9,Regensburg,93047,49.01948355008645,12.095699375000397
7857,Wahlenstraße,29,Regensburg,93047,49.01862117501444,12.095512849996954
7858,Wahlenstraße,27,Regensburg,93047,49.018694260062944,12.095594320004531
7859,Wahlenstraße,25,Regensburg,93047,49.0187752500775,12.095607900010686
7860,Wahlenstraße,13,Regensburg,93047,49.01934285011348,12.09570547506295
7861,Wahlenstraße,23,Regensburg,93047,49.01885560008338,12.095622000002328
7862,Wahlenstraße,19,Regensburg,93047,49.01901730008642,12.095645225032928
7863,Tändlergasse,10,Regensburg,93047,49.01945517509402,12.09598750006904
7864,Wahlenstraße,21,Regensburg,93047,49.01893645008696,12.095634925008357
7865,Neupfarrplatz,6,Regensburg,93047,49.01876775001567,12.095801850000278
7866,Tändlergasse,14,Regensburg,93047,49.01930560004285,12.095966100024944
7867,Wahlenstraße,11,Regensburg,93047,49.01941872010061,12.09573696002298
7868,Tändlergasse,12,Regensburg,93047,49.019378100055135,12.09598730003721
7869,Wahlenstraße,3,Regensburg,93047,49.019744475138815,12.095769725044155
7870,Wahlenstraße,17,Regensburg,93047,49.01915437510251,12.095673500028957
7871,Tändlergasse,18,Regensburg,93047,49.01911927503003,12.09589994995169
7872,Domplatz,6,Regensburg,93047,49.01910030006404,12.0972380553783
7873,Pfauengasse,2,Regensburg,93047,49.01883597780984,12.097789133349009
7874,Domplatz,5,Regensburg,93047,49.01899878464497,12.097511807687072
7875,Drei-Helm-Gasse,3,Regensburg,93047,49.01883082863982,12.09750704289604
7876,Residenzstraße,3,Regensburg,93047,49.01890822501828,12.097068099982907
7877,Drei-Helm-Gasse,1,Regensburg,93047,49.018869866742,12.097209733334246
7878,Harreshofer Weg,12,Lappersdorf,93138,49.07110960003058,12.051554850006948
7879,Turlweg,41,Lappersdorf,93138,49.07055682502669,12.049341550028627
7880,Turlweg,22,Lappersdorf,93138,49.07126105002396,12.048857150032037
7881,Harreshofer Weg,10,Lappersdorf,93138,49.071298050063845,12.051612550061684
7882,Schlehenweg,8,Lappersdorf,93138,49.07103620002398,12.050127725013825
7883,Kirntalweg,3,Lappersdorf,93138,49.07188543338493,12.051369383309908
7884,Kirntalweg,15,Lappersdorf,93138,49.07133282502229,12.04921098754734
7885,Schlehenweg,2,Lappersdorf,93138,49.07170315836258,12.050224583312952
7886,Schlehenweg,6,Lappersdorf,93138,49.07128761252692,12.05012980001996
7887,Schlehenweg,13,Lappersdorf,93138,49.0709242000302,12.050991866692591
7888,Schlehenweg,11,Lappersdorf,93138,49.070914833360526,12.050587699983184
7889,Turlweg,35,Lappersdorf,93138,49.070319837557015,12.050030687537584
7890,Kirntalweg,17,Lappersdorf,93138,49.071163850034594,12.04936765003114
7891,Turlweg,47,Lappersdorf,93138,49.07080443335454,12.04868789996294
7892,Turlweg,20,Lappersdorf,93138,49.07106575004141,12.049062400017188
7893,Kirntalweg,11,Lappersdorf,93138,49.07152596670485,12.04954183336786
7894,Turlweg,24,Lappersdorf,93138,49.07149155002431,12.048674400013432
7895,Turlweg,18,Lappersdorf,93138,49.07092355004278,12.049325350018366
7896,Harreshofer Weg,16,Lappersdorf,93138,49.07065430003203,12.051315087508046
7897,Turlweg,57,Lappersdorf,93138,49.07161242002997,12.048049079990806
7898,Schlehenweg,4,Lappersdorf,93138,49.07149308003479,12.050138609998752
7899,Turlweg,31,Lappersdorf,93138,49.07023976670831,12.05072814167745
7900,Turlweg,29,Lappersdorf,93138,49.070203428633576,12.050987885712678
7901,Schlehenweg,7,Lappersdorf,93138,49.07113245004039,12.051106150002054
7902,Schlehenweg,10,Lappersdorf,93138,49.07072342503272,12.050129625000498
7903,Kirntalweg,9,Lappersdorf,93138,49.07165272001839,12.04945438002793
7904,Schlehenweg,9,Lappersdorf,93138,49.07120290001629,12.050557050015446
7905,Schlehenweg,15,Lappersdorf,93138,49.07066613336221,12.050556033355656
7906,Turlweg,14,Lappersdorf,93138,49.07059200002706,12.050874950001967
7907,Harreshofer Weg,4,Lappersdorf,93138,49.071969650063735,12.052167999992845
7908,Kirntalweg,1,Lappersdorf,93138,49.07191246005719,12.051586039974328
7909,Kirntalweg,5,Lappersdorf,93138,49.07182698339242,12.051027733334372
7910,Turlweg,16,Lappersdorf,93138,49.070820200040494,12.049618475016873
7911,Harreshofer Weg,6,Lappersdorf,93138,49.07173756670777,12.051981349990736
7912,Schlehenweg,3,Lappersdorf,93138,49.07144415006322,12.050932299996097
7913,Harreshofer Weg,8,Lappersdorf,93138,49.071508800043446,12.051786800018649
7914,Turlweg,33,Lappersdorf,93138,49.0702756000337,12.050363300025849
7915,Kirntalweg,13,Lappersdorf,93138,49.07154387503687,12.049084587552088
7916,Schlehenweg,1,Lappersdorf,93138,49.07146295005076,12.050614800011886
7917,Schlehenweg,5,Lappersdorf,93138,49.07145925005055,12.051278024999611
7918,Harreshofer Weg,14,Lappersdorf,93138,49.07089307503632,12.051388975035907
7919,Kirntalweg,7,Lappersdorf,93138,49.07178613337222,12.05067208330843
7920,Schulberg,15,Lappersdorf,93138,49.07284145003101,12.051147366670326
7921,Schulberg,21,Lappersdorf,93138,49.07283181670712,12.050149533303683
7922,Lorenzer Straße,43,Lappersdorf,93138,49.07281845002236,12.060916774995748
7923,Gartenstraße,18,Lappersdorf,93138,49.07315460004981,12.06213557500409
7924,Gartenstraße,2,Lappersdorf,93138,49.07295387502057,12.05955991251089
7925,Schulberg,1,Lappersdorf,93138,49.07301070001243,12.052745050003162
7926,Gartenstraße,38,Lappersdorf,93138,49.073046933362825,12.065029383353512
7927,Einhauser Straße,8,Lappersdorf,93138,49.0725207333596,12.053007400024995
7928,Schulberg,33,Lappersdorf,93138,49.07291593754724,12.04853501244941
7929,Kirntalweg,12,Lappersdorf,93138,49.07256050005189,12.05102104999901
7930,Kirntalweg,8,Lappersdorf,93138,49.07212720003778,12.051109766677856
7931,Gartenstraße,36,Lappersdorf,93138,49.07328785002714,12.064789300017583
7932,Gartenstraße,12,Lappersdorf,93138,49.07319340003136,12.06067778998245
7933,Lorenzer Straße,51,Lappersdorf,93138,49.07258032005268,12.062689640007347
7934,Gartenstraße,8,Lappersdorf,93138,49.07328343004859,12.059997420025146
7935,Turlweg,65,Lappersdorf,93138,49.07220455002427,12.047828849995756
7936,Lorenzer Straße,37,Lappersdorf,93138,49.072892200019545,12.060080149995958
7937,Lorenzer Straße,41,Lappersdorf,93138,49.07285147501655,12.060644199998082
7938,Kirntalweg,4,Lappersdorf,93138,49.072281000028326,12.05192118333517
7939,Kirntalweg,34,Lappersdorf,93138,49.07249215001272,12.049558050008416
7940,Schulberg,23,Lappersdorf,93138,49.07289412503809,12.049780950022226
7941,Gartenstraße,24,Lappersdorf,93138,49.07306317505647,12.063128975006013
7942,Turlweg,38,Lappersdorf,93138,49.07287840001718,12.048171699996391
7943,Turlweg,69,Lappersdorf,93138,49.072599437607096,12.047207393866891
7944,Kirntalweg,32a,Lappersdorf,93138,49.07230554003902,12.049592539994038
7945,Schulberg,11,Lappersdorf,93138,49.0728814500296,12.05165909999936
7946,Schulberg,27,Lappersdorf,93138,49.07289265003576,12.049083237531573
7947,Harreshofer Weg,2,Lappersdorf,93138,49.07238940004463,12.052694624995697
7948,Lorenzer Straße,51b,Lappersdorf,93138,49.07250491255388,12.0631268250103
7949,Lorenzer Straße,39,Lappersdorf,93138,49.07288350002438,12.060328749998002
7950,Gartenstraße,16,Lappersdorf,93138,49.07313064003363,12.061689029985017
7951,Schulberg,19,Lappersdorf,93138,49.07285925006312,12.05051792500512
7952,Schulberg,7,Lappersdorf,93138,49.07289077506446,12.052004837443642
7953,Kirntalweg,30,Lappersdorf,93138,49.07198212002138,12.049678040006247
7954,Lorenzer Straße,45,Lappersdorf,93138,49.0728142500134,12.06123759999557
7955,Lorenzer Straße,49,Lappersdorf,93138,49.072654750022565,12.06215054998865
7956,Gartenstraße,34,Lappersdorf,93138,49.07312270002439,12.064505100009132
7957,Schulberg,25,Lappersdorf,93138,49.07286368337647,12.04947748334847
7958,Gartenstraße,6,Lappersdorf,93138,49.07329467501928,12.059721374999592
7959,Gartenstraße,4,Lappersdorf,93138,49.073147050048405,12.05946019999974
7960,Turlweg,67,Lappersdorf,93138,49.07229448335624,12.047786883330671
7961,Lorenzer Straße,47,Lappersdorf,93138,49.07269910002578,12.061877749965362
7962,Kirntalweg,24,Lappersdorf,93138,49.07218098002846,12.050107059992774
7963,Schulberg,31,Lappersdorf,93138,49.07284461669671,12.04880183333959
7964,Kirntalweg,28,Lappersdorf,93138,49.0724854333504,12.050060388881608
